date,time,zipcode_id,alimentos,restaurantes,hoteles,ocio,health_goods,aerolineas,servicios,bienes,gasolina,total
20250611,17,4360,7313.2,,,,28525.5,,,70089.42,,70089.42
20250603,6,4739,709.0,,,,,,,709.0,,709.0
20250602,21,7790,1046.63,,,,,,,1046.63,,1046.63
20250531,21,16210,63088.88,,,,,,,63088.88,,63088.88
20250604,23,4739,1115.53,,,,,,,1115.53,,1115.53
20250606,11,4350,347.0,,,,,,,432.0,,432.0
20250606,21,5210,,362.0,,,,,362.0,,,362.0
20250517,9,7969,7554.9,,,,217.5,,,7772.4,,7772.4
20250507,17,13270,281.0,,,,,,,281.0,,281.0
20250504,5,7969,121.5,,,,85.0,,,206.5,,206.5
20250529,5,14300,7383.0,,,,2022.04,,1814.0,14806.23,,16620.23
20250529,22,13219,,,,,6604.76,,,6604.76,,6604.76
20250613,15,9710,,,,,8984.64,,,8984.64,,8984.64
20250505,13,3910,15794.64,22747.56,,,30189.0,,48872.92,45983.64,,94856.56
20250511,15,9710,,,,,15006.31,,,15006.31,,15006.31
20250604,0,7939,113.0,,,,,,956.0,1993.51,,2949.51
20250529,14,9710,,,,,22884.42,,,22884.42,,22884.42
20250507,20,13270,666.0,,,,,,,666.0,,666.0
20250522,17,13219,,,,,5113.67,,,5113.67,,5113.67
20250515,12,6140,52615.62,260.0,,,1722.81,,260.0,54338.43,,54598.43
20250601,0,5700,,,,,,,2400.0,,,2400.0
20250502,21,9710,,,,,16237.55,,,16237.55,,16237.55
20250522,11,6140,50499.15,523.0,,,1964.01,,3212.78,52463.16,,55675.94
20250502,5,1040,195.0,,,,,,,14444.9,,14444.9
20250604,12,9837,,,,,,,,1269.0,,4498.25
20250512,6,9837,,,,,,,,7585.0,,9897.17
20250528,3,7969,,,,,476.0,,,476.0,,476.0
20250607,12,1130,15433.9,11270.0,,,,,,26703.9,,26703.9
20250510,11,1400,2604.26,,,,2296.02,,,4900.28,,4900.28
20250529,3,7969,,,,,328.5,,,328.5,,328.5
20250527,3,7969,140.0,,,,1540.5,,,1680.5,,1680.5
20250520,11,1130,2894.5,38.0,,,,,,2932.5,,2932.5
20250513,12,9710,,,,,12740.25,,,12740.25,,12740.25
20250526,10,5109,542.99,1297.0,,,34780.5,,12296.0,37494.34,,49790.34
20250610,17,7700,65787.13,5867.7,,,20864.52,,7594.7,94990.95,,102585.65
20250524,5,13219,,,,,18.0,,,18.0,,18.0
20250513,18,14325,,,,,13385.5,,,13385.5,,13385.5
20250609,21,13270,783.92,,,,,,,783.92,,783.92
20250526,21,1400,3819.6,,,,3173.47,,,6993.07,,6993.07
20250518,1,1040,470.0,,,,1213.79,,,9668.05,,9668.05
20250613,8,7720,2982.76,,,,,,1727.0,2982.76,,4709.76
20250503,3,2940,,,,,,,,192.0,,192.0
20250609,12,6140,67581.79,228.0,,,850.0,,228.0,68431.79,,68659.79
20250526,16,6140,85513.05,,,,,,,85513.05,,85513.05
20250502,13,9510,5962.22,,,,14168.0,,,20130.22,,20130.22
20250610,6,6140,5838.0,239.0,,,1006.5,,239.0,6844.5,,7083.5
20250513,16,9860,15595.0,,,,13238.55,,,28833.55,,28833.55
20250506,16,6140,63260.35,,,,,,1372.25,63260.35,,64632.6
20250529,23,11520,1485.5,14766.95,,,13.0,,321529.95,2008789.02,,2330318.97
20250511,19,7700,102415.76,19236.7,,,4603.66,,21755.7,126100.91,,147856.61
20250511,14,3940,3250.0,,,,,,,3250.0,,3250.0
20250611,14,1400,3137.12,,,,2931.7,,,6068.82,,6068.82
20250527,7,9837,,,,,,,,640.0,,2009.78
20250611,18,7700,105137.99,7235.45,,,11939.55,,7874.45,127016.39,,134890.84
20250505,10,1130,6460.4,2581.0,,,,,,9041.4,,9041.4
20250611,16,13219,,,,,3594.44,,,3594.44,,3594.44
20250507,3,6920,904.69,822.0,,,,,822.0,904.69,,1726.69
20250517,5,1040,299.99,764.0,,,,,764.0,8964.07,,9728.07
20250608,21,1010,121675.6,,,,,,,240069.75,,240069.75
20250611,14,6140,63451.99,60.0,,,,,4692.27,63451.99,,68144.26
20250529,0,14335,,,,,,,1579.0,,,1579.0
20250526,6,14060,,,,,,,299.0,8591.04,,8890.04
20250509,7,9837,,,,,,,,6844.5,,9507.68
20250603,20,7700,126212.66,15747.9,,,13321.4,,16818.9,145773.66,,162592.56
20250528,18,13270,1374.5,,,,,,,1374.5,,1374.5
20250528,1,14060,,,,,,,,1043.75,,1043.75
20250607,19,1400,5912.12,,,,2339.49,,,8251.61,,8251.61
20250526,21,7700,109184.81,9044.6,,,8124.28,,9044.6,118529.49,,127574.09
20250521,0,2129,,,,,,,,278.0,,2061.0
20250505,2,13219,,,,,84.5,,,84.5,,84.5
20250529,21,6140,53436.72,,,,,,,53436.72,,53436.72
20250502,9,6140,61185.12,723.0,,,,,723.0,61185.12,,61908.12
20250521,13,9890,52039.04,,,,,,,54004.04,,54004.04
20250518,16,3940,906.5,,,,,,3489.28,906.5,,4395.78
20250519,9,11700,10414.67,,,,17530.0,,,27944.67,,27944.67
20250602,1,13219,,,,,225.5,,,225.5,,225.5
20250605,13,1400,4095.45,,,,2297.04,,,6392.49,,6392.49
20250525,19,3910,21359.29,9626.14,,,37246.5,,20735.14,58605.79,,79340.93
20250610,9,1400,2203.71,,,,3534.68,,,5738.39,,5738.39
20250608,2,1400,49.0,,,,39.9,,,88.9,,88.9
20250531,10,1400,3042.31,,,,1929.26,,,4971.57,,4971.57
20250515,22,9710,,,,,5554.95,,,5554.95,,5554.95
20250529,4,7969,45.0,,,,813.5,,,858.5,,858.5
20250610,4,2120,,,,,,,,199.96,,199.96
20250502,0,2200,10677.0,,,,7368.0,,300.0,18045.0,,18345.0
20250503,1,7969,218.0,,,,856.0,,,1074.0,,1074.0
20250611,9,1400,2054.18,,,,1039.27,,,3093.45,,3093.45
20250528,5,1040,317.99,,,,63.0,,,3921.28,,3921.28
20250608,6,9837,,,,,,,,3210.4,,6100.11
20250613,14,9510,2793.38,3857.8,,,134.0,,3857.8,2927.38,,6785.18
20250607,17,3940,3026.5,,,,,,,3026.5,,3026.5
20250522,10,1010,63526.68,3806.0,,,2869.0,,3806.0,108594.52,,112400.52
20250509,0,2020,4342.0,2556.0,,,,,74165.75,17000.93,,91166.68
20250530,17,1400,5636.15,,,,2904.46,,,8540.61,,8540.61
20250604,10,9710,,,,,11913.33,,,11913.33,,11913.33
20250605,11,7969,1602.1,,,,145.5,,,1747.6,,1747.6
20250503,2,13280,,4185.57,,,,,,4185.57,,4185.57
20250509,3,1130,3910.46,696.5,,,,,,4606.96,,4606.96
20250530,13,13270,166.36,,,,,,,166.36,,166.36
20250528,17,6140,57925.93,50.0,,,,,958.22,57925.93,,58884.15
20250502,16,11700,20747.29,,,,10790.0,,,76128.29,,76128.29
20250527,21,7700,109297.84,4330.2,,,6730.09,,4617.2,118555.93,,123173.13
20250609,8,11700,2017.29,,,,,,1870.0,2017.29,,3887.29
20250523,4,1080,652.5,,,,2567.02,,100.0,3219.52,,3319.52
20250507,19,6140,71382.23,60.0,,,,,13034.33,71382.23,,84416.56
20250607,3,6920,951.28,453.0,,,,,340.0,1064.28,,1404.28
20250513,20,11700,20359.61,,,,5844.0,,,26203.61,,26203.61
20250510,5,1618,,,,,,,3015.0,,,3015.0
20250517,4,2120,,,,,,,,1109.9,,1109.9
20250503,21,11700,10937.88,,,,5843.0,,,16780.88,,16780.88
20250605,4,9837,,,,,,,,1698.0,,5464.36
20250504,16,6140,66756.25,357.0,,,,,357.0,66756.25,,67113.25
20250610,8,13219,,,,,1179.15,,,1179.15,,1179.15
20250514,21,11700,6842.82,,,,11686.0,,,18528.82,,18528.82
20250507,19,9510,8167.1,3351.1,,,6224.5,,3351.1,14391.6,,17742.7
20250511,22,3310,51742.34,14936.33,,,,,14936.33,93609.21,,108545.54
20250519,0,8610,,,,,,,342.0,36106.0,,36448.0
20250521,4,6140,1579.5,244.0,,,19.0,,244.0,1598.5,,1842.5
20250605,19,9860,19870.81,,,,12925.68,,,32796.49,,32796.49
20250518,12,7720,2487.91,,,,,,3357.0,89152.82,,92509.82
20250604,7,4480,1146.05,,,,,,1040.0,1146.05,,2186.05
20250513,0,1060,,187664.6,,,,,282956.04,28867.4,,311823.44
20250515,12,7969,2183.3,,,,2388.5,,,4571.8,,4571.8
20250609,13,7700,177447.68,17408.5,,,12212.33,,17560.5,217645.27,,235205.77
20250529,7,4480,1916.4,,,,,,9501.0,1916.4,,11417.4
20250526,19,1400,6929.38,,,,4406.74,,,11336.12,,11336.12
20250514,14,3940,3387.0,,,,,,2409.63,3387.0,,5796.63
20250519,4,11700,,,,,,,120.0,692.0,,812.0
20250510,8,7700,52265.67,471.5,,,5781.97,,781.5,59047.64,,59829.14
20250523,15,3940,2832.0,,,,,,1783.75,2832.0,,4615.75
20250521,22,6140,40174.03,,,,,,,40174.03,,40174.03
20250508,2,1040,1291.0,,,,110.48,,,5622.46,,5622.46
20250508,21,3940,659.0,,,,,,7264.3,659.0,,7923.3
20250504,22,13219,,,,,1285.83,,,1285.83,,1285.83
20250504,22,9710,,,,,4712.19,,,4712.19,,4712.19
20250611,20,6140,79406.63,,,,,,1674.99,79406.63,,81081.62
20250503,1,7183,38.0,,,,,,,38.0,,38.0
20250604,19,9860,30135.71,,,,14949.0,,,45084.71,,45084.71
20250516,6,2120,,,,,,,,3959.75,,3959.75
20250505,2,6140,5772.0,330.0,,,686.03,,330.0,6458.03,,6788.03
20250607,14,13219,,,,,4753.2,,,4753.2,,4753.2
20250516,21,3910,18642.32,3956.08,,,26906.0,,45178.85,45548.32,,90727.17
20250603,9,3310,77135.1,13450.18,,,,,13450.18,226484.13,,239934.31
20250531,18,13219,,,,,4275.16,,,4275.16,,4275.16
20250530,4,7969,,,,,603.5,,,603.5,,603.5
20250527,17,5110,,,,,,,,9457.0,,9457.0
20250503,17,9510,5114.78,2267.6,,,5455.0,,2267.6,10569.78,,12837.38
20250524,21,6140,83785.34,,,,,,,83785.34,,83785.34
20250518,11,7510,3463.32,1883.0,,,4050.0,,,9446.32,,9446.32
20250515,0,2360,,,,,,,882.28,187978.66,187978.66,188860.94
20250503,2,14300,6523.5,,,,2357.63,,1068.0,19587.44,,20655.44
20250524,21,1010,144820.19,,,,,,9447.88,241530.26,,250978.14
20250514,3,4200,2857.95,,,,39.5,,2980.33,2897.45,,5877.78
20250507,3,6140,1402.9,156.0,,,852.0,,156.0,2254.9,,2410.9
20250528,22,11520,12069.08,16381.84,,,21770.0,,410308.64,939048.5,,1349357.14
20250510,1,1618,,,,,,,620.0,,,620.0
20250521,9,6920,23439.5,2428.75,,,4455.74,,2350.75,27973.24,,30323.99
20250607,0,1420,,,,,,,,32816.39,,61342.59
20250511,0,13219,,,,,2611.31,,,2611.31,,2611.31
20250529,19,3910,18878.06,2979.32,,,15750.0,,126362.69,34628.06,,160990.75
20250503,11,6140,69651.35,138.0,,,985.0,,138.0,70636.35,,70774.35
20250525,6,9227,222.0,,,,,,,222.0,,222.0
20250503,3,14610,150.0,,,,,,,150.0,,150.0
20250511,16,7050,1328.48,,,,,,,1328.48,,1328.48
20250519,6,6070,130.0,,,,631.5,,,761.5,,761.5
20250504,7,1110,557.5,,,,1030.21,,,1587.71,,1587.71
20250526,16,14610,3295.4,,,,,,,3295.4,,3295.4
20250611,19,9210,48628.92,,,,3805.84,,,113448.12,,113448.12
20250612,6,7730,751.4,,,,,,,4325.76,,4325.76
20250517,4,1408,4572.5,,,,,,,4572.5,,4572.5
20250520,16,2860,,,,,,,,82753.15,,82753.15
20250506,2,1110,,,,,1730.25,,,1730.25,,1730.25
20250505,6,11230,,,,,,,,2834.82,,2834.82
20250517,11,2860,,,,,,,,59522.32,,59522.32
20250503,14,9810,3922.4,,,,,,,3922.4,,3922.4
20250503,8,13700,607.5,,,,,,,607.5,,607.5
20250515,15,9210,29088.6,,,,4401.52,,,97160.58,,97160.58
20250513,3,1110,,,,,1286.26,,,1286.26,,1286.26
20250512,23,14610,1264.5,,,,,,,1264.5,,1264.5
20250527,13,9838,373.5,,,,,,,373.5,,373.5
20250521,22,7370,3489.96,,,,,,,3489.96,,3489.96
20250525,19,9838,3291.5,,,,,,,3291.5,,3291.5
20250504,13,9210,65852.21,,,,2403.13,,,183713.96,,183713.96
20250508,16,14610,1631.5,,,,,,,1631.5,,1631.5
20250510,14,14610,2770.0,,,,,,,2770.0,,2770.0
20250511,11,6070,32062.13,,,,61.0,,,32123.13,,32123.13
20250506,19,9880,1552.11,4219.37,,,12145.0,,4219.37,19416.11,,23635.48
20250612,3,1408,3304.0,,,,,,,3304.0,,3304.0
20250507,15,15270,3121.99,,,,1085.23,,700.0,4207.22,,4907.22
20250610,15,9227,1101.5,,,,,,,1101.5,,1101.5
20250612,3,6400,7301.95,1075.0,,,1969.0,,327.0,10345.95,,13098.8
20250612,9,14610,2703.68,,,,,,,2703.68,,2703.68
20250607,17,15970,5295.39,,,,,,,20984.89,,20984.89
20250526,20,10020,2492.7,,,,,,,2492.7,,2492.7
20250605,23,6040,3224.5,,,,,,,3224.5,,3224.5
20250603,1,7370,884.0,,,,2577.01,,1354.0,3461.01,,4815.01
20250613,13,15970,2627.8,,,,,,,18531.95,,18531.95
20250609,19,15970,4358.3,,,,,,,18776.89,,18776.89
20250610,17,14610,1979.0,,,,,,,1979.0,,1979.0
20250511,10,9210,31899.74,,,,290.87,,,137569.63,,137569.63
20250525,17,9227,1592.5,,,,,,,1592.5,,1592.5
20250611,20,7370,30434.45,,,,,,,30473.45,,30473.45
20250608,14,9210,54958.91,,,,2127.14,,,175932.27,,175932.27
20250526,20,9880,3075.4,3671.65,,,5663.5,,3671.65,12554.5,,16226.15
20250518,16,9880,1940.09,9861.81,,,6914.0,,9861.81,12459.09,,22320.9
20250507,20,4810,2844.44,,,,,,,2844.44,,2844.44
20250506,12,3230,4614.49,,,,,,,27152.64,,27152.64
20250513,18,9227,325.5,,,,,,,325.5,,325.5
20250610,12,15270,2700.86,,,,1414.46,,4651.0,4115.32,,8766.32
20250528,7,9838,634.0,,,,,,,634.0,,634.0
20250606,0,3590,144.5,14854.3,8260.0,,,,23114.3,144.5,,23258.8
20250526,4,11230,,,,,,,,5941.62,,5941.62
20250529,18,2440,1903.0,2061.2,,,,,2061.2,1903.0,,3964.2
20250528,16,10020,1183.4,,,,,,,1183.4,,1183.4
20250509,18,8220,1606.0,,,,14626.5,,,16232.5,,16232.5
20250520,8,3230,6606.47,,,,,,,6703.67,,6703.67
20250513,11,9227,303.5,,,,,,,303.5,,303.5
20250503,1,14610,61.5,,,,,,,61.5,,61.5
20250605,8,2860,,,,,,,,42851.72,,42851.72
20250526,21,14610,2316.5,,,,,,,2316.5,,2316.5
20250607,1,1110,,,,,521.3,,,521.3,,521.3
20250502,12,9838,1428.5,,,,,,,1428.5,,1428.5
20250610,7,8220,563.23,,,,7243.5,,,7806.73,,7806.73
20250524,22,7370,6338.9,,,,,,,6338.9,,6338.9
20250519,1,11230,,,,,,,,4204.78,,4204.78
20250508,13,2860,,,,,,,,139387.6,,139387.6
20250514,0,14389,,,,,,,48755.0,,,48755.0
20250601,23,9810,5539.0,,,,,,,5539.0,,5539.0
20250613,14,14610,3869.5,,,,,,,3869.5,,3869.5
20250523,20,15270,3299.18,,,,4085.56,,,7384.74,,7384.74
20250512,1,1110,122.5,,,,1274.02,,,1396.52,,1396.52
20250523,6,4810,1983.02,,,,2653.82,,,4636.84,,4636.84
20250502,17,4810,2728.5,,,,,,,2728.5,,2728.5
20250608,10,9810,4482.6,9277.0,,,,,,13759.6,,13759.6
20250606,17,13700,3062.16,,,,,,,3062.16,,3062.16
20250515,22,9210,19341.2,,,,466.09,,,19807.29,,19807.29
20250523,16,9810,4105.0,,,,,,,4105.0,,4105.0
20250517,22,4810,4911.14,,,,,,,4911.14,,4911.14
20250518,23,1408,1436.57,,,,,,,1436.57,,1436.57
20250524,2,11230,,,,,,,,6717.56,,6717.56
20250512,19,7370,53912.21,,,,,,1027.0,65804.21,,66831.21
20250505,20,15970,2055.4,,,,,,,34434.12,,34434.12
20250520,10,2860,,,,,,,,48649.87,,48649.87
20250605,6,3230,3210.18,,,,,,,3210.18,,3210.18
20250516,7,10020,701.0,,,,,,,701.0,,701.0
20250511,2,11230,,,,,,,,16674.12,,16674.12
20250523,15,9838,1870.87,,,,,,,1870.87,,1870.87
20250519,8,11230,351.0,,,,,,,4207.69,,4207.69
20250529,8,14610,2683.03,,,,,,,2683.03,,2683.03
20250524,16,9810,4890.1,,,,,,,4890.1,,4890.1
20250611,0,1110,,7981.0,,,27.0,,7981.0,27.0,,8008.0
20250527,17,2440,1411.0,9604.8,,,,,9604.8,1411.0,,11015.8
20250604,15,3900,4199.79,4209.6,,,14445.13,,59564.48,26379.6,,85944.08
20250509,10,9810,7008.75,1331.0,,,,,,8339.75,,8339.75
20250517,23,14610,1321.5,,,,,,,1321.5,,1321.5
20250612,7,9210,3105.57,,,,383.39,,,3988.96,,3988.96
20250603,7,9838,1619.3,,,,,,,1619.3,,1619.3
20250603,10,2440,7366.0,8068.52,,,,,8068.52,7366.0,,15434.52
20250507,1,11410,1083.0,390.0,,,,,8350.0,1083.0,,9433.0
20250523,7,3230,3801.73,,,,,,,3801.73,,3801.73
20250504,21,4810,3532.2,,,,,,,3532.2,,3532.2
20250525,15,6070,31800.02,,,,,,,31800.02,,31800.02
20250528,12,8220,1812.78,,,,10552.0,,,12364.78,,12364.78
20250506,15,7050,1486.53,,,,,,,1486.53,,1486.53
20250508,19,9838,1002.5,,,,,,,1002.5,,1002.5
20250609,9,7370,15287.42,,,,1155.0,,,16442.42,,16442.42
20250515,10,4300,2438.53,1214.0,,,25.0,,768.0,5076.53,,5844.53
20250528,23,9210,2531.9,,,,,,,2531.9,,2531.9
20250504,22,8220,2598.11,,,,12016.0,,,14614.11,,14614.11
20250523,17,15270,3895.38,,,,2803.76,,,6699.14,,6699.14
20250602,11,4300,2563.56,,,,250.0,,,2813.56,,2813.56
20250613,21,9880,971.9,336.0,,,5335.0,,336.0,6954.9,,7290.9
20250608,7,4810,814.3,20.0,,,2354.02,,,3188.32,,3188.32
20250524,3,1408,2299.0,,,,,,,2299.0,,2299.0
20250519,21,9838,2380.8,,,,,,,2380.8,,2380.8
20250514,10,7918,1111.0,,,,,,2540.0,1111.0,,3651.0
20250521,13,8220,2130.0,,,,12013.5,,,14143.5,,14143.5
20250516,3,1430,339.5,,,,,,,339.5,,339.5
20250502,15,3230,3004.9,,,,,,23433.36,26100.51,,49533.87
20250506,7,4810,694.6,,,,9760.41,,,10455.01,,10455.01
20250605,9,4810,1162.5,,,,1686.0,,,2848.5,,2848.5
20250503,5,14610,487.5,,,,,,,487.5,,487.5
20250523,12,7370,23476.03,1360.8,,,859.0,,4813.0,27950.83,,32763.83
20250613,13,7370,16557.53,,,,,,1806.0,19307.53,,21113.53
20250608,4,6400,10696.87,1146.23,,,503.0,,,12346.1,,13757.52
20250607,0,3590,78.0,39265.55,6300.0,,,,45565.55,78.0,,45643.55
20250516,17,9227,1385.5,,,,,,,1385.5,,1385.5
20250602,9,10020,4552.0,,,,,,,4552.0,,4552.0
20250610,23,9210,1123.0,,,,,,,1123.0,,1123.0
20250523,12,9838,601.5,,,,,,,601.5,,601.5
20250506,19,2860,,,,,,,,104739.59,,104739.59
20250526,10,4300,5182.98,1941.57,,,,,,7622.55,,7622.55
20250603,8,4810,1455.4,,,,10749.03,,,12204.43,,12204.43
20250601,9,4300,6810.44,287.5,,,201.0,,7354.0,7298.94,,14652.94
20250504,22,7370,4038.73,,,,,,,4038.73,,4038.73
20250514,19,9740,2791.0,,,,,,,2791.0,,2791.0
20250516,13,9227,1003.0,,,,,,,1003.0,,1003.0
20250505,20,10020,1827.5,,,,,,,1827.5,,1827.5
20250517,9,2860,,,,,,,,41052.7,,41052.7
20250608,9,8220,2754.77,,,,7291.0,,,10045.77,,10045.77
20250608,9,1110,109.0,,,,66.51,,,175.51,,175.51
20250516,14,7050,1552.43,,,,,,,1552.43,,1552.43
20250514,9,15309,,41.0,,,,,,41.0,,41.0
20250518,13,9838,3024.0,,,,,,,3024.0,,3024.0
20250511,17,8220,4591.23,,,,19737.0,,,24328.23,,24328.23
20250609,6,10020,231.5,,,,,,,231.5,,231.5
20250601,13,3230,4080.4,,,,,,76477.01,46693.82,,123170.83
20250613,8,9227,510.0,,,,,,,510.0,,510.0
20250526,10,15270,3109.59,,,,1384.78,,,4494.37,,4494.37
20250515,12,15270,2855.78,,,,476.5,,581.0,3332.28,,3913.28
20250519,20,15270,6798.66,,,,1215.92,,,8014.58,,8014.58
20250510,14,7730,4637.77,,,,,,,4637.77,,4637.77
20250524,12,8220,1064.0,,,,9486.0,,,10550.0,,10550.0
20250602,20,7050,2375.24,,,,,,,2375.24,,2375.24
20250601,1,2100,1165.49,4061.0,,,2586.39,,6157.16,76651.16,,84588.64
20250520,20,7730,5698.16,,,,,,,5698.16,,5698.16
20250515,18,9227,661.51,,,,,,,661.51,,661.51
20250609,12,15970,1994.5,,,,,,,16273.77,,16273.77
20250510,20,14610,5420.5,,,,,,,5420.5,,5420.5
20250607,18,10020,3136.27,,,,,,,3136.27,,3136.27
20250522,23,4920,1856.0,2875.1,,,,,2875.1,1856.0,,4731.1
20250529,21,9810,5982.48,,,,,,,5982.48,,5982.48
20250608,15,7730,10899.85,,,,,,,10899.85,,10899.85
20250608,20,7370,29039.53,,,,,,,30643.53,,30643.53
20250527,22,14610,1078.0,,,,,,,1078.0,,1078.0
20250604,17,9210,36484.12,,,,40.0,,,143627.81,,143627.81
20250528,14,7730,3541.9,,,,,,,3541.9,,3541.9
20250608,8,9880,15144.59,326.0,,,4483.99,,326.0,22939.58,,23265.58
20250519,16,2440,2132.0,11895.0,,,,,11895.0,2132.0,,14027.0
20250522,17,7730,1695.0,,,,,,,1695.0,,1695.0
20250601,17,14610,2837.5,,,,,,,2837.5,,2837.5
20250508,2,11230,,,,,,,,3819.75,,3819.75
20250603,11,7370,14653.21,,,,1881.75,,63.0,19092.96,,19155.96
20250526,19,10020,3846.0,,,,,,,3846.0,,3846.0
20250611,17,9838,284.0,,,,,,,284.0,,284.0
20250511,8,9227,327.0,,,,,,,327.0,,327.0
20250610,13,9838,2921.5,,,,,,,2921.5,,2921.5
20250521,6,1110,205.0,,,,622.33,,,827.33,,827.33
20250613,18,4810,1533.05,,,,,,,1533.05,,1533.05
20250515,18,15270,4912.75,,,,3206.16,,,8118.91,,8118.91
20250610,21,9227,874.5,,,,,,,874.5,,874.5
20250509,15,15970,7840.9,,,,,,,34386.65,,34386.65
20250531,21,9210,67158.29,,,,1223.62,,,119999.09,,119999.09
20250525,21,8220,3021.63,,,,10673.0,,,13694.63,,13694.63
20250523,17,15970,2751.98,,,,,,,9904.33,,9904.33
20250502,2,1110,1201.0,,,,1073.97,,,2274.97,,2274.97
20250610,13,15270,1502.9,,,,3313.37,,2330.0,4816.27,,7146.27
20250530,15,9838,1063.5,,,,,,,1063.5,,1063.5
20250510,8,9210,17668.56,,,,874.66,,,22723.22,,22723.22
20250520,6,9660,,,,,3291.0,,,3291.0,,3291.0
20250522,20,9010,977.9,,,,10407.87,,,11385.77,,11385.77
20250602,14,9250,457.4,,,,,,,457.4,,457.4
20250605,13,4000,27208.96,,,,,,,41972.88,,41972.88
20250613,0,9010,1776.0,3588.35,,,1420.24,,3588.35,891912.19,,895500.54
20250508,11,9608,187.5,,,,,,,187.5,,187.5
20250525,17,9010,2316.0,,,,5571.87,,,7887.87,,7887.87
20250518,8,9250,1104.35,,,,,,,1104.35,,1104.35
20250524,10,9660,,,,,68.99,,,68.99,,68.99
20250526,14,9608,1754.0,,,,,,,1754.0,,1754.0
20250530,9,4010,,,,,,,7614.0,,,7614.0
20250601,2,4899,,,,,178.0,,,178.0,,178.0
20250505,4,1120,,2391.5,,,,,,2391.5,,2391.5
20250605,5,4360,1488.5,,,,971.94,,,2807.44,,2807.44
20250511,6,9780,36.0,6704.77,,,891.0,,,7631.77,,7631.77
20250518,10,14630,6520.9,,,,,,,6520.9,,6520.9
20250607,10,9250,1076.9,,,,,,,1076.9,,1076.9
20250507,12,11310,,25964.33,,,,,,25964.33,,25964.33
